LONGITUDE,LATITUDE,Painted,SIGNNAME,BOROUGH,FountainCo,TYPE,DESCRIPTION,FEATURESTA
-73.99848102,40.73078903,yes,Washington Square Park,M,1,E,Wheelchair Dog Out in Open,Active
-73.79107167,40.7461925,yes,Kissena Corridor Park,Q,1,A, Near Ballfield,Active
-73.97225394,40.72440418,yes,John V. Lindsay East River Park,M,2,E,Wheelchair Child Near Ballfield Just Outside Playground,Active
-73.91245261,40.62025499,,Hickman Playground,B,1,A, In Playground,Active
-73.92312665,40.70384461,yes,Maria Hernandez Park,B,1,E,Wheelchair Dog Out in Open,Active
-74.00191947,40.68047634,yes,Dimattina Playground,B,1,A, In Playground,Active
-73.894252,40.82466856,yes,Tiffany Playground,X,1,C, In Playground,Active
-74.09552218,40.62493614,yes,Silver Lake Park,R,1,A, Under Tree,Active
-73.9971018,40.69784686,,Brooklyn Heights Promenade,B,1,E,Wheelchair,Active
-73.88405192,40.76184702,no,Gorman Playground,Q,1,O,ther Out in Open,Active
-73.85451325,40.75534254,no,Hinton Park,Q,2,F,High Low Out in Open,Active
-73.93030622,40.86198393,no,Fort Tryon Park,M,1,O,ther Under Tree,Active
-73.99727546,40.71214364,no,Playground One,M,1,A, Just Outside Playground Near Ballfield Under Tree,Active
-73.90771738,40.64216613,yes,Remsen Playground,B,1,A, Out in Open In Playground,Active
-73.95411102,40.64805874,no,Lott Park,B,1,C, Out in Open,Active
-73.79114372,40.86948454,no,Pelham Bay Park,X,1,C, Under Tree,Active
-73.9295644,40.63259687,yes,Kings Highway Malls,B,1,B, Out in Open In Playground,Active
-73.89464935,40.83692299,no,Crotona Park,X,1,A, Under Tree In Shade,Active
-73.8933305,40.83872745,yes,Crotona Park,X,1,E,Wheelchair Dog In Shade Under Tree,Active
-73.98258688,40.72612092,no,Tompkins Square Park,M,1,B, Just Outside Playground,Active
-73.93799149,40.80252382,yes,Dr. Ronald E. McNair Playground,M,2,E,Wheelchair Child In Playground,Active
-73.88707453,40.65544753,yes,Ethan Allen Playground,B,1,A, Under Tree,Active
-73.85746695,40.69881672,no,Forest Park,Q,1,A, In Shade,Active
-73.91653505,40.88560131,yes,Seton Park,X,1,A, Out in Open,Active
-73.99916124,40.57180637,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open Under Tree,Active
-73.98816049,40.57218726,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.80499501,40.73616513,no,Electric Playground,Q,1,A, Just Outside Playground,Active
-74.08501078,40.57296291,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,E,Wheelchair Out in Open,Active
-74.02054317,40.65165751,yes,Bush Terminal Park,B,1,E,Wheelchair Near Ballfield,Active
-73.73607761,40.67049779,no,Laurelton Playground,Q,1,C, Just Outside Playground,Active
-73.94631374,40.68554241,yes,Hattie Carthan Playground,B,1,C, Under Tree In Playground,Active
-73.90702156,40.86329264,no,Devoe Park,X,1,D, Under Tree,Active
-73.91687014,40.79708319,no,Randall's Island Park,M,1,P,edestal Near Ballfield Out in Open,Active
-74.005052,40.70483788,no,East River Waterfront Esplanade,M,2,O,ther In Shade,Active
-73.95141488,40.82300621,no,Alexander Hamilton Playground,M,1,D, Under Tree In Playground Near Ballfield,Active
-73.98941974,40.70414258,,Brooklyn Bridge Park,B,1,O,ther Out in Open,Active
-73.97724222,40.71276592,yes,John V. Lindsay East River Park,M,1,E,Wheelchair Near Ballfield,Active
-73.97358226,40.65640185,yes,Prospect Park,B,1,E,Wheelchair Under Tree,Active
-73.94208391,40.678594,yes,St. Andrew's Playground,B,1,A, Under Tree In Playground,Active
-73.96925454,40.65761763,no,Prospect Park,B,1,E,Wheelchair Dog In Shade,Active
-73.91138634,40.81050346,no,St. Mary's Park,X,1,A, Out in Open Near Ballfield,Active
-73.79830884,40.71138465,no,Captain Tilly Park,Q,1,A, In Playground,Active
-73.79665152,40.78377355,no,Willets Point Playground,Q,1,D, Under Tree In Playground,Active
-73.89828794,40.85733248,yes,Slattery Playground,X,1,D, Under Tree In Playground,Active
-73.90625198,40.65612066,yes,Osborn Playground,B,1,A, Under Tree In Shade In Playground,Active
-73.86718586,40.70270633,yes,Forest Park,Q,1,A, Near Ballfield,Active
-73.98920864,40.58286032,yes,Coney Island Boat Basin,B,1,A, Out in Open Near Ballfield,Active
-73.81011813,40.74766592,no,Kissena Park,Q,1,A, Out in Open,Active
-74.03628525,40.6268599,yes,Fort Hamilton Athletic Field,B,1,A, Near Ballfield,Active
-73.9359129,40.67469559,yes,St. John's Recreation Center,B,1,A, Out in Open Near Ballfield,Active
-73.78894176,40.66815519,yes,Baisley Pond Park,Q,1,A, Near Ballfield,Active
-73.97443201,40.77267817,no,Central Park,M,1,C, Near Ballfield Out in Open,Active
-74.017618,40.62543682,no,McKinley Park,B,2,F,High Low Near Ballfield,Active
-73.97329897,40.7657642,yes,Central Park,M,1,E,Wheelchair Under Tree,Active
-73.87400184,40.82801817,yes,Bronx River Parkway,X,1,O,ther Under Tree Near Ballfield,Active
-73.8829794,40.71994655,no,Juniper Valley Park,Q,1,E,Wheelchair Near Ballfield,Active
-73.77450282,40.72795586,no,Cunningham Park,Q,1,C, Near Ballfield Out in Open,Active
-73.96483295,40.66961534,no,Brooklyn Botanic Garden,B,1,A, In Playground,Active
-73.98093045,40.78993544,yes,Riverside Park,M,1,E,Wheelchair Dog Under Tree Out in Open,Active
-73.97007385,40.80303781,no,Riverside Park,M,1,A, Under Tree Out in Open,Active
-73.87484014,40.75577769,no,Northern Playground,Q,1,C, Under Tree Near Ballfield,Active
-73.72082943,40.74990107,no,Castlewood Playground,Q,1,O,ther In Playground,Active
-73.97478912,40.66070277,yes,Prospect Park,B,2,E,High Low Out in Open Near Ballfield,Active
-73.9334659,40.75770562,no,Dutch Kills Playground,Q,1,C,S Concrete In Shade Just Outside Playground,Active
-73.82555497,40.58052769,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-74.09088184,40.56848297,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,C, Out in Open,Active
-73.99271036,40.76292237,no,Hell's Kitchen Park,M,1,C, Under Tree In Playground Near Ballfield,Active
-73.98138845,40.71958842,no,Hamilton Fish Park,M,1,B, Under Tree Near Ballfield In Playground,Active
-74.02410905,40.6401427,yes,John Allen Payne Park,B,1,A, In Shade Just Outside Playground,Active
-73.94643638,40.70088277,yes,Bartlett Playground,B,1,A, Just Outside Playground,Active
-73.90216756,40.7773437,no,Woodtree Playground,Q,1,D, In Playground,Active
-73.77785,40.69339732,no,St. Albans Park,Q,1,D, In Playground,Active
-73.78494173,40.7729332,no,Bayside Fields,Q,1,E,Wheelchair Near Ballfield,Active
-73.94862936,40.69713937,,Stockton Playground,B,1,O,ther Just Outside Playground,Active
-73.93771269,40.81553448,yes,William McCray Playground,M,1,A, Under Tree In Shade Near Ballfield In Playground,Active
-73.96971941,40.60989891,no,Colonel David Marcus Playground,B,1,C, Near Ballfield Out in Open,Active
-73.89103874,40.88513894,yes,Van Cortlandt Park,X,1,C, Under Tree In Playground,Active
-73.89303805,40.8910789,yes,Van Cortlandt Park,X,1,A, Out in Open,Active
-73.8370819,40.72258243,no,Willow Lake Playground,Q,1,C, Out in Open In Playground,Active
-74.13574284,40.64105669,no,Faber Pool and Park,R,1,C, Under Tree,Active
-73.86166463,40.74376524,,Josephine Caminiti Playground,Q,1,D, Just Outside Playground,Active
-73.89800708,40.87146096,yes,Washington's Walk,X,1,A, Under Tree In Shade,Active
-73.82474513,40.84932898,yes,Pelham Bay Park,X,1,A, Near Ballfield,Active
-73.97398568,40.65093467,yes,Park,B,1,A, In Playground,Active
-73.75315049,40.70644596,no,Hollis Playground,Q,1,C, Just Outside Playground,Active
-73.85616301,40.67359225,no,Tudor Park,Q,1,D, Near Ballfield,Active
-73.98318446,40.78841399,no,Riverside Park,M,1,B, Out in Open,Active
-73.89315193,40.89536806,,Van Cortlandt Park,X,1,C, Out in Open Near Ballfield,Active
-73.90934067,40.88275899,,Ewen Park,X,2,E,High Low,Active
-73.9927448,40.58600463,no,Calvert Vaux Park,B,1,E,Wheelchair Out in Open Near Ballfield,Active
-73.90043479,40.75957698,no,St. Michael's Playground,Q,1,C, Near Ballfield,Active
-73.76037278,40.5920392,no,Rockaway Beach and Boardwalk,Q,1,T,rough Out in Open,Active
-73.92166086,40.82955948,yes,Joyce Kilmer Park,X,1,E,Wheelchair Out in Open Just Outside Playground,Active
-73.95782477,40.80683416,yes,Morningside Park,M,1,C,S Concrete In Playground Near Ballfield,Active
-73.96451993,40.78250864,yes,Central Park,M,1,E,Wheelchair In Playground Under Tree,Active
-74.11051463,40.56087141,no,Dugan Playground,R,1,O,ther Near Ballfield,Active
-73.99416616,40.71685149,,Sara D. Roosevelt Park,M,2,B,ottle Filler High Low Near Ballfield Just Outside Playground,Active
-73.90740043,40.77142368,,Ditmars Park,Q,1,A, In Playground,Active
-73.88528337,40.83518946,no,Rock Garden Park,X,1,C, Out in Open Just Outside Playground,Active
-74.02944041,40.61403082,no,John J Carty Park,B,1,A, In Playground,Active
-73.77809769,40.79414328,yes,Fort Totten Park,Q,1,E,Wheelchair In Playground,Active
-73.90377858,40.72662174,no,Frank Principe Park,Q,1,A, Near Ballfield,Active
-73.88732232,40.67155811,yes,Sutter Ballfields,B,1,A, Near Ballfield Out in Open,Active
-73.99594844,40.57881602,no,Kaiser Park,B,1,E,Wheelchair Out in Open Near Ballfield,Active
-73.93950688,40.70174172,no,Bushwick Playground,B,1,C, In Shade Just Outside Playground,Active
-73.90402052,40.70481936,no,Rosemary's Playground,Q,1,E,Wheelchair In Playground,Active
-73.824626,40.7964008,yes,Francis Lewis Park,Q,2,E,Wheelchair Child In Playground,Active
-73.93276431,40.80166234,no,Wagner Houses Pool,M,1,A, Under Tree In Playground Near Ballfield,Active
-73.97192949,40.76697185,no,Central Park,M,1,B, Under Tree In Shade Out in Open,Active
-73.95154407,40.79743385,no,Central Park,M,2,O,ther In Playground,Active
-73.99407398,40.67067123,yes,Ennis Playground,B,1,C, In Playground,Active
-73.95452206,40.57938328,no,Babi Yar Triangle,B,1,O,ther Under Tree Out in Open In Playground,Active
-73.90027679,40.62631217,no,Canarsie Park,B,1,C, Out in Open Just Outside Playground,Active
-74.10723251,40.6182407,no,Clove Lakes Park,R,1,B, Near Ballfield,Active
-74.01639233,40.70209777,no,The Battery,M,1,O,ther Out in Open,Active
-73.97284898,40.66165629,no,Prospect Park,B,1,B, Out in Open Near Ballfield,Active
-73.84905247,40.7407495,no,Flushing Meadows Corona Park,Q,1,D, In Playground,Active
-73.91314195,40.66338105,yes,Betsy Head Park,B,1,D, Out in Open,Active
-73.77288663,40.73698208,no,Cunningham Park,Q,1,D, Near Ballfield,Active
-73.76446412,40.73967979,no,Cunningham Park,Q,1,A, Near Ballfield,Active
-73.9702592,40.80456385,no,Riverside Park,M,1,B, Under Tree Out in Open,Active
-73.92912215,40.8302691,yes,Macombs Dam Park,X,1,A, Under Tree In Shade,Active
-73.91116855,40.68807178,no,Tiger Playground,B,1,D, Out in Open,Active
-73.99051706,40.58781067,no,Calvert Vaux Park,B,1,E, Under Tree In Shade In Playground,Active
-73.82003013,40.71048474,no,Hoover - Manton Playgrounds,Q,1,D, In Playground,Active
-73.8972309,40.84156987,no,Crotona Park,X,1,C, Out in Open Near Ballfield,Active
-74.01645051,40.70700081,yes,Battery Park City Parks,M,1,O,ther Under Tree In Shade,Active
-73.83939041,40.69037724,no,Maurice A Fitzgerald Playground,Q,1,D, In Playground,Active
-73.92358983,40.70320778,yes,Maria Hernandez Park,B,2,E,Wheelchair Child Out in Open,Active
-74.09941811,40.62810947,yes,Silver Lake Park,R,1,A, Out in Open,Active
-73.82772518,40.7422535,no,Turtle Playground,Q,1,A, In Shade In Playground,Active
-73.93398585,40.8056446,yes,Harlem River Park,M,1,O,ther Under Tree Near Ballfield,Active
-73.94294465,40.57675042,yes,Manhattan Beach Park,B,1,E,Wheelchair Out in Open,Active
-73.89949363,40.66261145,no,Lion's Pride Playground,B,1,C, In Playground,Active
-73.97158636,40.66556955,no,Prospect Park,B,1,B,ottle Filler Fountain Out in Open,Active
-73.91645521,40.88638539,yes,Seton Park,X,1,A, Out in Open,Active
-73.96415234,40.57475765,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.80606688,40.73077147,no,Emerald Playground,Q,1,C,S Concrete Just Outside Playground,Active
-74.08945487,40.60232379,yes,Naples Playground,R,1,A, Just Outside Playground,Active
-73.96989088,40.74811462,no,Robert Moses Playground,M,1,A, Near Ballfield,Active
-73.79282487,40.78788968,no,Little Bay Park,Q,1,E,Wheelchair Dog Out in Open,Active
-73.97250612,40.72354559,yes,John V. Lindsay East River Park,M,1,A, Near Ballfield,Active
-73.92203193,40.65853261,,Kennedy King Playground,B,1,C, In Playground,Active
-73.9181887,40.69530633,yes,Heckscher Playground,B,1,B,ottle Filler Fountain Out in Open Near Ballfield,Active
-73.91294351,40.81383382,no,St. Mary's Park,X,1,A, Under Tree In Shade,Active
-73.97359442,40.69020172,yes,Fort Greene Park,B,1,D, In Playground,Active
-73.79290222,40.86878454,no,Pelham Bay Park,X,1,A, Out in Open,Active
-73.92555313,40.66665748,yes,Lincoln Terrace / Arthur S. Somers Park,B,1,D, Under Tree,Active
-73.8259927,40.82066161,no,Ferry Point Park,X,1,D, Near Ballfield Out in Open,Active
-73.72917555,40.68481672,no,Delphin H. Greene Playground,Q,1,A, Under Tree,Active
-73.97456459,40.71835187,no,John V. Lindsay East River Park,M,1,C, Under Tree Near Ballfield,Active
-73.78695443,40.59357652,no,Cardozo Playground,Q,1,D, Near Ballfield,Active
-73.75256898,40.59316727,no,Park,Q,1,A, Out in Open,Active
-73.78515798,40.70408174,yes,Detective Keith L Williams Park,Q,1,A, Out in Open,Active
-74.21004089,40.51104797,yes,Lemon Creek Park,R,1,D, Out in Open,Active
-74.03059905,40.63990578,no,Owl's Head Park,B,2,E,Wheelchair Child In Playground,Active
-73.91341359,40.8456531,yes,Jennie Jerome Playground,X,1,A, Under Tree In Playground,Active
-73.95743684,40.68946353,yes,Lafayette Gardens Playground,B,1,A, Under Tree In Playground,Active
-73.99467573,40.70153941,yes,Hillside Park,B,1,E,Wheelchair Dog Under Tree Out in Open,Active
-73.96606079,40.65179195,no,Parade Ground,B,1,A, Out in Open Near Ballfield,Active
-73.92589302,40.77597766,no,Astoria Park,Q,1,D, Under Tree,Active
-73.85391291,40.83743206,no,Caserta Playground,X,1,C, In Playground,Active
-73.91947417,40.62473018,no,Jacob Joffe Fields,B,1,D, Out in Open Just Outside Playground,Active
-74.01341139,40.63230726,,Quaker Parrot Park at the Dust Bowl,B,1,C, Near Ballfield,Active
-73.89950284,40.62702749,no,Canarsie Park,B,1,C, In Playground Out in Open,Active
-73.84234619,40.74353047,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.8313584,40.5803488,no,Seaside Playground,Q,1,C, Just Outside Playground,Active
-74.16282228,40.5367617,no,Lieutenant John H. Martinson Playground,R,1,C, Near Ballfield,Active
-74.06372449,40.59189137,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,D, Near Ballfield,Active
-73.88119633,40.84368313,no,Vidalia Park,X,1,D, In Shade Under Tree,Active
-73.9998156,40.59707437,yes,Bensonhurst Park,B,1,A, Out in Open In Playground,Active
-73.92524373,40.83160033,no,Mullaly Park,X,1,C,S Concrete Out in Open,Active
-73.9801437,40.63809872,no,Dome Playground,B,1,E,Wheelchair In Playground Out in Open,Active
-73.89846252,40.70693405,no,Benninger Playground,Q,1,A, Just Outside Playground,Active
-73.77026264,40.73569715,no,Cunningham Park,Q,1,A, Out in Open Near Ballfield,Active
-73.72826332,40.75685959,no,Challenge Playground,Q,1,C, In Playground,Active
-73.93575637,40.82872162,yes,Holcombe Rucker Park,M,1,A, Under Tree Near Ballfield Just Outside Playground,Active
-73.95309255,40.79355411,yes,Central Park,M,1,E,Wheelchair Under Tree In Shade,Active
-73.84300023,40.67018543,yes,Vito Locascio Field,Q,1,C, Near Ballfield,Active
-73.97222691,40.57432444,no,Asser Levy Park,B,1,A, Out in Open In Playground,Active
-73.93860565,40.81352528,no,Howard Bennett Playground,M,1,C, Just Outside Playground Near Ballfield,Active
-73.95200117,40.71939445,no,McCarren Park,B,1,A, Under Tree Near Ballfield,Active
-73.99886463,40.69214863,yes,Adam Yauch Park,B,1,E,Wheelchair Under Tree Just Outside Playground,Active
-73.95863978,40.75947181,yes,Twenty-Four Sycamores Park,M,1,A, Under Tree,Active
-73.77381275,40.67511774,no,Rochdale Park,Q,1,A, Near Ballfield,Active
-73.95843141,40.79307681,yes,Central Park,M,1,E,Wheelchair Near Ballfield Out in Open,Active
-73.89871325,40.61807229,no,McGuire Fields,B,1,A, Out in Open Near Ballfield,Active
-73.95918104,40.78411121,yes,Central Park,M,1,E,Wheelchair Out in Open,Active
-73.90424432,40.90264681,,Vinmont Veteran Park,X,1,D,,Active
-73.92861154,40.70033282,yes,Fermi Playground,B,1,C, Out in Open,Active
-73.99555335,40.68117442,no,Carroll Park,B,1,A, In Playground,Active
-73.96355457,40.66049795,no,Prospect Park,B,1,C,S Concrete Just Outside Playground,Active
-73.98070588,40.68674003,no,Sixteen Sycamores Playground,B,1,C, Under Tree Out in Open Just Outside Playground,Active
-73.8832003,40.89198759,no,Van Cortlandt Park,X,1,C, Near Ballfield Out in Open,Active
-73.90739973,40.83228284,no,Morgan Playground,X,1,A, Out in Open In Playground,Active
-73.8989969,40.83849445,no,Crotona Park,X,1,A, Out in Open,Active
-74.09252047,40.6274161,yes,Silver Lake Park,R,1,A, Out in Open,Active
-73.96215339,40.57493026,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.80524256,40.73572697,no,Electric Playground,Q,1,D, In Playground Under Tree,Active
-73.9966891,40.73088599,yes,Washington Square Park,M,2,E,Wheelchair Child In Playground,Active
-73.78256579,40.74309382,no,Kissena Corridor Park,Q,1,A, Near Ballfield,Active
-74.00865809,40.67700672,no,Coffey Park,B,1,D, In Playground,Active
-73.88719374,40.63455368,no,Bayview Playground,B,1,A, Under Tree Out in Open In Playground,Active
-73.88249203,40.74226458,,Moore Homestead Playground,Q,1,A, Just Outside Playground Under Tree,Active
-73.92164122,40.74730072,yes,Torsney Playground,Q,1,F,Dog Out in Open,Active
-73.81704463,40.77497189,no,Flushing Fields,Q,1,D, Near Ballfield Out in Open,Active
-73.89392335,40.84601623,no,Tremont Park,X,1,C, Under Tree,Active
-73.98333907,40.57265374,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.88320112,40.71826417,no,Juniper Valley Park,Q,1,C, In Playground,Active
-73.74215428,40.66209771,no,Brookville Park,Q,1,C, In Playground,Active
-73.9942514,40.71325976,no,Sophie Irene Loeb,M,1,C, In Playground,Active
-74.00537671,40.6559673,yes,D'Emic Playground,B,1,A, In Playground,Active
-73.98784096,40.66170623,no,Detective Joseph Mayrose Park,B,1,D, Out in Open,Active
-73.82037391,40.71863404,no,Judge Moses Weinstein Playground,Q,1,C,S Concrete In Playground,Active
-73.83927506,40.74772589,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.91443748,40.79548622,no,Randall's Island Park,M,1,P,edestal Near Ballfield,Active
-73.93420396,40.60387148,yes,Marine Park,B,1,A, Near Ballfield,Active
-73.93549897,40.82478779,yes,Frederick Johnson Playground,M,1,B,ottle Filler Under Tree Near Ballfield In Shade,Active
-74.00168653,40.69231855,,Brooklyn Bridge Park,B,1,B,ottle Filler Fountain Out in Open,Active
-73.91400667,40.68182782,yes,Marion Hopkinson Playground,B,1,O,ther Out in Open,Active
-73.90526973,40.67829305,yes,Callahan-Kelly Playground,B,1,C, Under Tree In Shade,Active
-73.85523332,40.70080298,no,Forest Park,Q,1,A, In Shade,Active
-74.08306918,40.57409322,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Near Ballfield,Active
-73.85454954,40.74744138,no,Corona Golf Playground,Q,1,C, Just Outside Playground,Active
-74.01989875,40.65333022,yes,Bush Terminal Park,B,1,E,Wheelchair Near Ballfield,Active
-73.99396038,40.76858268,no,De Witt Clinton Park,M,1,D, Near Ballfield,Active
-73.78860569,40.87023011,yes,Pelham Bay Park,X,1,A, Under Tree,Active
-73.89329062,40.64454799,yes,P.S. 279 Playground,B,1,C, Out in Open In Playground,Active
-74.01640955,40.71741969,yes,Battery Park City,M,1,P,edestal Near Ballfield Under Tree,Active
-73.98132775,40.72565675,yes,Tompkins Square Park,M,1,A, Under Tree In Playground,Active
-73.94161537,40.79701695,yes,James Weldon Johnson Playground,M,2,F,High Low Near Ballfield Just Outside Playground,Active
-73.96517826,40.65106396,yes,Parade Ground,B,1,E,Wheelchair Under Tree In Shade In Playground,Active
-73.85170018,40.72368126,yes,Russell Sage Playground,Q,1,A, Out in Open Just Outside Playground,Active
-73.99116639,40.69776512,yes,Cadman Plaza Park,B,1,E,Wheelchair Under Tree Out in Open,Active
-73.99970384,40.7141629,yes,Columbus Park,M,1,A, Under Tree Near Ballfield Just Outside Playground,Active
-73.97287955,40.77804446,yes,Central Park,M,1,E,Wheelchair Dog Out in Open Under Tree,Active
-73.94053148,40.59800493,yes,Herman Dolgon Playground,B,1,A, In Playground,Active
-74.01720884,40.62555692,no,McKinley Park,B,1,A, Near Ballfield,Active
-73.74724556,40.74169346,no,Alley Pond Park,Q,1,A, Out in Open,Active
-73.97441558,40.76896836,no,Central Park,M,1,B, Under Tree Out in Open,Active
-73.89495859,40.72459174,no,Frontera Park,Q,1,C, In Playground,Active
-73.96785816,40.773627,yes,Central Park,M,1,E,Wheelchair Dog Under Tree In Shade,Active
-73.9424498,40.67913357,yes,St. Andrew's Playground,B,1,A, Near Ballfield In Playground,Active
-73.96985667,40.66080284,no,Prospect Park,B,1,B,ottle Filler Fountain Out in Open,Active
-73.89475946,40.86455892,yes,Poe Park,X,1,C, Out in Open,Active
-73.84242563,40.75102406,no,Flushing Meadows Corona Park,Q,1,B, Out in Open,Active
-73.79441355,40.76591333,no,Auburndale Playground,Q,1,A, In Playground,Active
-73.82530868,40.74827633,no,Kissena Corridor Park,Q,1,B, Under Tree In Playground,Active
-73.98188996,40.72755175,yes,Tompkins Square Park,M,1,A, Under Tree Near Ballfield In Playground,Active
-73.89256817,40.87524162,no,Harris Park,X,1,C,S Metal In Shade Just Outside Playground,Active
-74.08120626,40.57536744,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Near Ballfield,Active
-73.98906488,40.77769731,no,Riverside Park South,M,1,D, Under Tree In Playground,Active
-73.97386691,40.66087967,yes,Prospect Park,B,2,E,High Low Out in Open Near Ballfield,Active
-73.90595383,40.66829433,yes,Carter G. Woodson Children's Park,B,1,C, Out in Open,Active
-73.95184855,40.69521201,yes,Marcy Playground,B,1,C, In Playground Near Ballfield,Active
-73.93141753,40.64773853,no,Tilden Playground,B,1,C, Out in Open,Active
-73.85353302,40.68643663,no,London Planetree Playground,Q,1,D, Out in Open,Active
-73.96392369,40.77728949,yes,Central Park,M,1,E,Wheelchair Just Outside Playground,Active
-73.95217746,40.82034654,yes,Jacob H. Schiff Playground,M,1,C, Under Tree In Playground Near Ballfield,Active
-73.99096809,40.7225363,,Sara D. Roosevelt Park,M,1,A, Under Tree Near Ballfield Just Outside Playground,Active
-73.92293087,40.68058025,no,Brevoort Playground,B,1,E,Wheelchair In Playground,Active
-73.94950651,40.7025577,yes,De Hostos Playground,B,1,A, Just Outside Playground,Active
-73.93761495,40.62024338,yes,Sarsfield Playground,B,1,D, Out in Open In Playground,Active
-73.92249032,40.74104379,no,L/CPL Thomas P. Noonan Jr. Playground,Q,1,C, Under Tree Just Outside Playground,Active
-73.9901741,40.58308978,no,Coney Island Boat Basin,B,1,A, Out in Open Near Ballfield,Active
-73.9276978,40.78724582,no,Wards Island Park,M,1,P,edestal Near Ballfield,Active
-73.93980887,40.82788708,yes,Jackie Robinson Park,M,1,A, In Playground Under Tree,Active
-73.94070858,40.66260362,,Hamilton Metz Field,B,1,C,S Concrete In Playground,Active
-73.97373107,40.6645075,no,Prospect Park,B,2,B,ottle Filler High Low Out in Open,Active
-73.93307167,40.75770494,no,Dutch Kills Playground,Q,1,O,ther In Playground,Active
-73.81534083,40.58328052,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-73.84828014,40.72629516,no,Yellowstone Park,Q,1,D, In Playground Under Tree,Active
-73.96626193,40.78842235,yes,Central Park,M,1,E,Wheelchair In Playground,Active
-73.76999329,40.68576217,no,Roy Wilkins Recreation Center,Q,1,A, In Playground,Active
-73.89252647,40.87711763,no,Harris Park,X,1,D, Near Ballfield Out in Open,Active
-73.77552124,40.73032624,no,Cunningham Park,Q,1,C, Near Ballfield Out in Open,Active
-73.85957053,40.72072489,no,The Painter's Playground,Q,1,D, Under Tree In Playground,Active
-73.94671943,40.84983826,no,Fort Washington Park,M,1,O,ther Out in Open,Active
-73.84813242,40.67132001,no,Tudor Park,Q,1,C, Near Ballfield,Active
-73.97748726,40.71127818,yes,John V. Lindsay East River Park,M,1,E,Wheelchair Under Tree Near Ballfield,Active
-73.884473,40.67687559,yes,Sperandeo Brothers Playground,B,1,E,Wheelchair Near Ballfield Out in Open,Active
-73.97892181,40.57606067,no,Luna Park,B,1,C, In Playground,Active
-73.93552933,40.67397216,yes,St. John's Recreation Center,B,1,C, In Playground Under Tree,Active
-73.86170936,40.74853188,no,Park Of The Americas,Q,1,C, Near Ballfield,Active
-73.86111653,40.76451379,yes,Grand Central Parkway Extension,Q,1,C, Under Tree,Active
-73.92455187,40.82437138,no,Franz Sigel Park,X,1,A, Out in Open In Shade,Active
-73.95785765,40.69161822,,Star Spangled Playground,B,1,C,S Concrete In Playground,Active
-73.79467192,40.86479176,yes,Pelham Bay Park,X,1,O,ther Under Tree,Active
-73.99021625,40.58793664,no,Calvert Vaux Park,B,1,E, Under Tree In Shade In Playground,Active
-73.84225232,40.74357417,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.94590202,40.59287676,no,Bill Brown Playground,B,1,E,Wheelchair Out in Open,Active
-74.01833262,40.70685661,yes,Battery Park City,M,1,O,ther Under Tree,Active
-73.90493858,40.72702174,no,Frank Principe Park,Q,1,O,ther Near Ballfield,Active
-73.92778847,40.6658536,yes,Lincoln Terrace / Arthur S. Somers Park,B,1,C, Under Tree,Active
-73.83312688,40.57860409,no,Rockaway Beach,Q,1,T,rough Out in Open,Active
-73.92602157,40.68769826,no,P.O. Reinaldo Salgado Playground,B,1,D, Near Ballfield,Active
-73.94922942,40.76885309,,John Jay Park,M,2,E,Wheelchair Child Out in Open,Active
-73.95878436,40.76551789,no,St. Catherine's Park,M,2,E,Wheelchair Child Under Tree,Active
-73.9733789,40.71949966,yes,John V. Lindsay East River Park,M,1,E,Wheelchair Near Ballfield,Active
-73.95594352,40.80977014,yes,Morningside Park,M,2,E,Wheelchair Child Near Ballfield In Playground,Active
-73.82500507,40.84630797,yes,Pelham Bay Park,X,1,C, Near Ballfield,Active
-73.85895948,40.88758329,no,Rienzi Playground,X,1,O,ther In Playground Out in Open,Active
-73.77540773,40.72686355,no,Cunningham Park,Q,1,E,Wheelchair In Playground,Active
-74.11086918,40.61792137,yes,Clove Lakes Park,R,1,A, Out in Open,Active
-73.96671644,40.78495699,yes,Central Park,M,1,E,Wheelchair Under Tree Out in Open,Active
-73.97210759,40.66507494,,Prospect Park,B,1,B,ottle Filler Fountain Under Tree In Shade,Active
-73.94457312,40.65769153,,Wingate Park,B,1,A,,Active
-73.90152326,40.71814329,no,Reiff Playground,Q,1,C, In Shade Near Ballfield,Active
